Horas_Estudio,Asistencia,Involucramiento_Padres,Acceso_a_Recursos,Actividades_Extracurriculares,Horas_Sueño,Puntajes_Anteriores,Nivel_Motivacion,Acceso_a_Internet,Sesiones_Tutorias,Ingreso_Familiar,Calidad_Maestro,Tipo_Escuela,Influencias_Compañeros,Actividad_Fisica,Discapacidad_de_Aprendizaje,Nivel_Educacion_Padres,Distancia_Hogar,Genero,Puntaje_Examen
15.0,96.0,Desconocido,Media,No,7.0,54.0,Desconocido,No,3.0,Media,Desconocido,Publica,Negativa,2.0,No,Preparatoria,Cerca,Masculino,67.0
20.0,86.0,Alta,Baja,No,8.0,60.0,Media,Si,1.0,Desconocido,Media,Publica,Neutral,4.0,Si,Universidad,Lejos,Femenino,0.0
22.0,95.0,Media,Alta,No,9.0,88.0,Baja,Si,0.0,Baja,Alta,Publica,Positivo,0,No,Posgrado,Cerca,Masculino,72.0
22.0,79.0,Media,Media,No,9.0,94.0,Media,Si,1.0,Media,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Masculino,68.0
25.0,82.0,Media,Media,No,6.0,86.0,Media,Desconocido,3.0,Baja,Alta,Publica,Positivo,3.0,No,Preparatoria,Cerca,Femenino,69.0
20.0,97.0,Media,Media,Si,7.0,76.0,Baja,Si,2.0,Baja,Baja,Privada,Positivo,3.0,No,Posgrado,Cerca,Masculino,71.0
29.0,96.0,Desconocido,Media,Si,9.0,55.0,Baja,No,0,Media,Media,Publica,Neutral,2.0,No,Posgrado,Lejos,Femenino,70.0
18.0,78.0,Media,Media,No,9.0,91.0,Alta,Si,2.0,Alta,Baja,Publica,Neutral,4.0,No,Universidad,Lejos,Femenino,67.0
36.0,71.0,Media,Media,Si,6.0,56.0,Desconocido,Si,2.0,Alta,Media,Publica,Positivo,0,No,Preparatoria,Lejos,Masculino,69.0
24.0,76.0,Baja,Alta,No,8.0,69.0,Baja,Si,2.0,Media,Media,Publica,Neutral,1.0,No,Preparatoria,Moderado,Masculino,65.0
15.0,76.0,Alta,Alta,No,8.0,53.0,Media,Si,1.0,Baja,Media,Publica,Neutral,4.0,No,Universidad,Cerca,Masculino,65.0
14.0,0,Media,Media,Si,8.0,85.0,Baja,Si,2.0,Media,Alta,Publica,Neutral,4.0,No,Preparatoria,Cerca,Masculino,64.0
23.0,71.0,Baja,Baja,Si,9.0,0,Baja,Si,0,Baja,Media,Publica,Negativa,2.0,No,Universidad,Cerca,Masculino,0.0
19.0,94.0,Baja,Media,Si,5.0,95.0,Media,Si,3.0,Baja,Baja,Publica,Positivo,2.0,No,Preparatoria,Moderado,Masculino,69.0
24.0,63.0,Media,Baja,Si,6.0,57.0,Media,Si,1.0,Baja,Alta,Privada,Neutral,5.0,No,Universidad,Cerca,Femenino,64.0
23.0,87.0,Alta,Desconocido,Si,8.0,91.0,Alta,Si,0.0,Alta,Media,Privada,Positivo,3.0,No,Preparatoria,Moderado,Masculino,72.0
20.0,67.0,Baja,Media,Si,7.0,76.0,Media,Si,0.0,Media,Media,Publica,Neutral,4.0,No,Preparatoria,Desconocido,Masculino,63.0
15.0,74.0,Baja,Alta,Si,4.0,68.0,Baja,Si,3.0,Baja,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Femenino,64.0
11.0,62.0,Desconocido,Alta,Si,5.0,82.0,Media,Si,3.0,Alta,Media,Desconocido,Neutral,4.0,No,Desconocido,Moderado,Masculino,64.0
17.0,71.0,Media,Media,Si,8.0,90.0,Media,Si,5.0,Media,Media,Publica,Positivo,1.0,No,Posgrado,Lejos,Desconocido,67.0
25.0,91.0,Media,Media,No,8.0,72.0,Baja,Si,2.0,Media,Alta,Publica,Positivo,0.0,No,Posgrado,Cerca,Masculino,71.0
21.0,95.0,Media,Media,No,5.0,62.0,Alta,Si,1.0,Desconocido,Baja,Publica,Positivo,4.0,No,Preparatoria,Cerca,Masculino,70.0
13.0,0,Media,Desconocido,Si,9.0,0,Baja,Si,0.0,Alta,Media,Privada,Neutral,4.0,No,Preparatoria,Lejos,Femenino,61.0
21.0,79.0,Media,Alta,Si,7.0,66.0,Baja,Si,2.0,Desconocido,Media,Desconocido,Negativa,4.0,No,Universidad,Moderado,Masculino,67.0
22.0,79.0,Alta,Media,No,5.0,100.0,Media,Si,4.0,Alta,Alta,Publica,Negativa,3.0,No,Universidad,Cerca,Masculino,72.0
15.0,95.0,Baja,Baja,Si,6.0,88.0,Baja,Si,1.0,Baja,Media,Publica,Negativa,5.0,No,Preparatoria,Cerca,Masculino,66.0
21.0,91.0,Media,Alta,Si,5.0,84.0,Media,Si,1.0,Alta,Baja,Publica,Neutral,2.0,No,Desconocido,Cerca,Masculino,70.0
20.0,81.0,Alta,Media,Si,6.0,51.0,Alta,No,3.0,Media,Media,Publica,Desconocido,4.0,Desconocido,Preparatoria,Cerca,Masculino,67.0
13.0,87.0,Alta,Desconocido,Si,4.0,0,Media,Si,0,Desconocido,Alta,Publica,Neutral,0,No,Preparatoria,Moderado,Femenino,67.0
22.0,94.0,Baja,Media,Si,7.0,75.0,Alta,Si,2.0,Alta,Media,Publica,Neutral,2.0,No,Universidad,Cerca,Femenino,71.0
23.0,60.0,Alta,Media,Si,8.0,69.0,Desconocido,Si,1.0,Baja,Media,Privada,Positivo,4.0,No,Universidad,Cerca,Masculino,66.0
26.0,76.0,Media,Media,Si,5.0,57.0,Media,Si,1.0,Media,Media,Publica,Positivo,0,No,Preparatoria,Cerca,Masculino,68.0
26.0,96.0,Media,Media,Si,7.0,68.0,Media,Si,3.0,Alta,Media,Privada,Positivo,3.0,No,Universidad,Cerca,Femenino,0.0
12.0,90.0,Desconocido,Baja,Si,6.0,54.0,Media,No,1.0,Alta,Media,Publica,Neutral,3.0,No,Preparatoria,Cerca,Desconocido,64.0
14.0,82.0,Media,Media,No,8.0,65.0,Media,Si,1.0,Baja,Media,Privada,Positivo,3.0,No,Universidad,Cerca,Masculino,65.0
23.0,81.0,Baja,Media,Si,4.0,54.0,Media,Si,1.0,Baja,Media,Publica,Neutral,3.0,No,Universidad,Cerca,Masculino,66.0
23.0,74.0,Media,Alta,Si,8.0,88.0,Baja,Si,0.0,Media,Alta,Publica,Negativa,3.0,Si,Preparatoria,Cerca,Masculino,66.0
23.0,81.0,Media,Baja,No,4.0,84.0,Media,Desconocido,2.0,Media,Media,Publica,Positivo,5.0,No,Preparatoria,Cerca,Masculino,68.0
43.0,86.0,Alta,Media,Si,7.0,97.0,Media,Si,2.0,Media,Alta,Publica,Positivo,1.0,No,Preparatoria,Cerca,Femenino,78.0
23.0,77.0,Media,Alta,Si,6.0,69.0,Baja,Si,0,Media,Media,Desconocido,Positivo,2.0,No,Preparatoria,Moderado,Femenino,67.0
27.0,89.0,Media,Alta,Si,6.0,89.0,Media,Si,3.0,Media,Media,Privada,Positivo,3.0,No,Preparatoria,Cerca,Masculino,74.0
26.0,94.0,Media,Alta,No,5.0,79.0,Alta,Si,1.0,Desconocido,Alta,Publica,Positivo,2.0,No,Posgrado,Cerca,Masculino,74.0
24.0,66.0,Media,Baja,No,9.0,82.0,Baja,Si,0,Media,Media,Publica,Neutral,2.0,Si,Preparatoria,Cerca,Femenino,62.0
18.0,78.0,Desconocido,Media,Si,5.0,77.0,Media,Desconocido,2.0,Media,Media,Publica,Neutral,4.0,No,Preparatoria,Lejos,Masculino,66.0
25.0,76.0,Media,Media,Si,5.0,89.0,Alta,Si,3.0,Media,Alta,Publica,Neutral,3.0,No,Preparatoria,Lejos,Femenino,69.0
15.0,87.0,Media,Alta,Si,10.0,52.0,Media,Si,2.0,Baja,Alta,Privada,Positivo,3.0,No,Universidad,Cerca,Masculino,68.0
0,70.0,Media,Baja,No,7.0,54.0,Alta,Si,0.0,Media,Media,Publica,Positivo,2.0,Si,Preparatoria,Moderado,Masculino,89.0
17.0,86.0,Alta,Baja,No,5.0,55.0,Baja,No,2.0,Alta,Media,Privada,Neutral,4.0,No,Universidad,Cerca,Masculino,66.0
20.0,95.0,Baja,Media,Si,7.0,64.0,Desconocido,No,2.0,Media,Alta,Publica,Neutral,3.0,No,Preparatoria,Cerca,Femenino,68.0
34.0,77.0,Media,Baja,Si,7.0,80.0,Baja,Si,0.0,Media,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Desconocido,69.0
9.0,96.0,Media,Media,Si,4.0,82.0,Alta,No,0.0,Baja,Media,Publica,Positivo,4.0,No,Universidad,Cerca,Masculino,67.0
24.0,100.0,Alta,Alta,Si,6.0,86.0,Baja,Si,2.0,Media,Media,Privada,Positivo,5.0,No,Preparatoria,Cerca,Masculino,75.0
10.0,64.0,Media,Alta,No,7.0,64.0,Alta,Si,0.0,Media,Media,Publica,Desconocido,4.0,Si,Preparatoria,Moderado,Femenino,0.0
17.0,69.0,Alta,Media,Si,9.0,83.0,Media,Si,2.0,Media,Alta,Privada,Positivo,4.0,Si,Universidad,Moderado,Femenino,66.0
27.0,0,Baja,Alta,Si,7.0,56.0,Baja,Si,1.0,Alta,Media,Privada,Positivo,3.0,No,Universidad,Cerca,Femenino,73.0
20.0,98.0,Desconocido,Baja,No,7.0,50.0,Baja,Si,1.0,Media,Alta,Desconocido,Neutral,2.0,No,Preparatoria,Cerca,Femenino,68.0
14.0,64.0,Media,Media,Si,6.0,85.0,Media,Si,0.0,Media,Media,Publica,Neutral,3.0,No,Desconocido,Cerca,Masculino,62.0
0,61.0,Media,Media,No,9.0,86.0,Baja,Si,2.0,Baja,Alta,Publica,Positivo,2.0,Desconocido,Preparatoria,Cerca,Masculino,62.0
24.0,66.0,Alta,Baja,Si,0.0,81.0,Alta,Si,1.0,Media,Media,Publica,Neutral,4.0,No,Preparatoria,Lejos,Desconocido,65.0
16.0,100.0,Alta,Baja,Si,8.0,63.0,Alta,Si,2.0,Baja,Media,Publica,Negativa,3.0,No,Preparatoria,Moderado,Masculino,69.0
21.0,67.0,Media,Media,No,7.0,96.0,Baja,Si,3.0,Baja,Media,Publica,Neutral,2.0,No,Preparatoria,Lejos,Femenino,64.0
20.0,80.0,Media,Desconocido,No,5.0,0,Media,Si,0.0,Baja,Baja,Desconocido,Positivo,4.0,Si,Posgrado,Moderado,Femenino,67.0
16.0,94.0,Alta,Alta,Desconocido,9.0,76.0,Media,Si,0.0,Baja,Alta,Publica,Neutral,2.0,No,Preparatoria,Cerca,Masculino,70.0
33.0,61.0,Media,Media,No,7.0,99.0,Alta,Si,2.0,Media,Alta,Publica,Neutral,3.0,No,Universidad,Cerca,Femenino,70.0
24.0,84.0,Alta,Baja,No,7.0,0,Baja,Si,3.0,Media,Alta,Publica,Positivo,3.0,No,Preparatoria,Cerca,Femenino,69.0
8.0,71.0,Alta,Baja,No,8.0,75.0,Desconocido,Si,0.0,Media,Alta,Publica,Desconocido,3.0,No,Preparatoria,Cerca,Masculino,61.0
21.0,94.0,Media,Desconocido,Desconocido,7.0,96.0,Baja,Desconocido,0.0,Media,Media,Privada,Neutral,2.0,Si,Posgrado,Desconocido,Masculino,69.0
0,71.0,Alta,Media,Si,5.0,73.0,Media,Si,1.0,Media,Media,Publica,Neutral,0.0,Si,Preparatoria,Cerca,Masculino,63.0
25.0,87.0,Media,Baja,Si,7.0,74.0,Baja,Si,0.0,Media,Alta,Publica,Neutral,4.0,Si,Preparatoria,Cerca,Masculino,67.0
15.0,87.0,Baja,Media,No,4.0,54.0,Media,Si,1.0,Media,Desconocido,Publica,Neutral,6.0,No,Desconocido,Moderado,Masculino,65.0
0,69.0,Media,Media,Si,7.0,61.0,Alta,Si,3.0,Alta,Alta,Publica,Neutral,4.0,No,Preparatoria,Moderado,Masculino,0.0
23.0,61.0,Baja,Media,No,9.0,58.0,Media,Si,4.0,Media,Media,Publica,Neutral,2.0,No,Preparatoria,Cerca,Masculino,63.0
25.0,76.0,Media,Alta,Si,4.0,78.0,Media,Si,2.0,Media,Media,Privada,Negativa,3.0,No,Preparatoria,Moderado,Femenino,68.0
13.0,72.0,Alta,Alta,No,7.0,66.0,Media,Si,0.0,Baja,Alta,Desconocido,Neutral,4.0,No,Posgrado,Cerca,Masculino,65.0
18.0,92.0,Baja,Media,Si,8.0,54.0,Media,Si,1.0,Media,Media,Publica,Positivo,3.0,No,Desconocido,Cerca,Masculino,67.0
17.0,92.0,Baja,Baja,Si,8.0,75.0,Media,Si,2.0,Media,Alta,Publica,Neutral,3.0,Desconocido,Posgrado,Cerca,Femenino,68.0
16.0,78.0,Media,Alta,No,6.0,83.0,Desconocido,Si,0.0,Baja,Baja,Publica,Neutral,3.0,Si,Desconocido,Cerca,Masculino,64.0
31.0,84.0,Media,Media,No,5.0,87.0,Alta,Si,0.0,Media,Media,Privada,Positivo,3.0,No,Universidad,Moderado,Masculino,71.0
22.0,84.0,Media,Media,Si,6.0,92.0,Desconocido,Si,0.0,Media,Media,Publica,Neutral,5.0,No,Preparatoria,Cerca,Femenino,69.0
12.0,93.0,Media,Media,Si,9.0,74.0,Baja,Si,1.0,Media,Media,Publica,Neutral,3.0,No,Posgrado,Moderado,Masculino,67.0
26.0,77.0,Baja,Desconocido,No,4.0,70.0,Baja,Si,2.0,Alta,Desconocido,Desconocido,Neutral,3.0,Si,Universidad,Moderado,Femenino,65.0
33.0,71.0,Baja,Media,No,5.0,84.0,Media,Si,1.0,Media,Media,Publica,Positivo,2.0,No,Preparatoria,Cerca,Masculino,68.0
26.0,71.0,Alta,Media,Si,6.0,51.0,Baja,Desconocido,1.0,Alta,Media,Privada,Positivo,3.0,No,Posgrado,Moderado,Masculino,67.0
11.0,81.0,Media,Media,Si,6.0,82.0,Alta,Si,3.0,Media,Alta,Publica,Neutral,4.0,No,Preparatoria,Cerca,Masculino,0.0
17.0,78.0,Media,Alta,Si,7.0,70.0,Media,No,2.0,Baja,Alta,Publica,Positivo,3.0,No,Preparatoria,Cerca,Masculino,66.0
28.0,78.0,Alta,Media,No,9.0,73.0,Alta,Si,2.0,Desconocido,Media,Publica,Neutral,4.0,No,Universidad,Moderado,Femenino,70.0
16.0,64.0,Alta,Baja,Si,5.0,65.0,Media,Si,3.0,Media,Desconocido,Privada,Positivo,4.0,No,Posgrado,Moderado,Femenino,65.0
23.0,89.0,Baja,Baja,Si,7.0,56.0,Baja,Desconocido,4.0,Media,Baja,Privada,Positivo,4.0,No,Posgrado,Cerca,Femenino,69.0
25.0,69.0,Media,Media,Si,7.0,70.0,Baja,No,1.0,Alta,Alta,Publica,Desconocido,4.0,No,Preparatoria,Lejos,Femenino,65.0
14.0,68.0,Alta,Media,No,6.0,65.0,Media,Si,1.0,Alta,Media,Desconocido,Neutral,3.0,Si,Universidad,Cerca,Masculino,63.0
20.0,77.0,Desconocido,Media,No,5.0,98.0,Baja,Si,2.0,Baja,Alta,Privada,Neutral,2.0,Desconocido,Posgrado,Lejos,Femenino,67.0
1.0,69.0,Alta,Media,Si,6.0,97.0,Media,Si,1.0,Baja,Media,Publica,Positivo,0,No,Preparatoria,Cerca,Femenino,61.0
14.0,83.0,Media,Baja,Si,6.0,82.0,Media,Si,0.0,Media,Media,Publica,Positivo,2.0,No,Preparatoria,Cerca,Femenino,65.0
18.0,75.0,Baja,Alta,Si,8.0,95.0,Media,Si,1.0,Baja,Baja,Desconocido,Neutral,0,No,Desconocido,Cerca,Femenino,66.0
13.0,78.0,Media,Alta,Si,8.0,88.0,Alta,Si,0.0,Alta,Baja,Publica,Neutral,3.0,No,Universidad,Cerca,Masculino,66.0
30.0,81.0,Media,Baja,Si,5.0,67.0,Media,Si,1.0,Alta,Alta,Publica,Negativa,1.0,No,Preparatoria,Cerca,Masculino,69.0
11.0,68.0,Media,Media,No,6.0,80.0,Media,Si,2.0,Media,Media,Publica,Positivo,0,No,Universidad,Moderado,Femenino,63.0
17.0,66.0,Baja,Alta,No,6.0,61.0,Media,Si,1.0,Alta,Media,Publica,Positivo,6.0,No,Posgrado,Cerca,Masculino,65.0
21.0,95.0,Desconocido,Baja,Desconocido,10.0,84.0,Baja,Si,0,Alta,Media,Publica,Neutral,4.0,Si,Desconocido,Cerca,Masculino,67.0
29.0,77.0,Alta,Alta,Si,7.0,52.0,Media,Si,2.0,Alta,Media,Publica,Negativa,3.0,Si,Preparatoria,Cerca,Femenino,69.0
11.0,76.0,Desconocido,Media,Si,5.0,92.0,Media,Si,4.0,Media,Baja,Publica,Desconocido,2.0,No,Posgrado,Cerca,Masculino,65.0
27.0,61.0,Desconocido,Media,No,6.0,79.0,Media,Desconocido,1.0,Baja,Media,Publica,Positivo,3.0,No,Preparatoria,Moderado,Masculino,65.0
20.0,80.0,Alta,Baja,Si,6.0,53.0,Media,Si,0.0,Baja,Media,Publica,Neutral,2.0,No,Universidad,Moderado,Masculino,65.0
14.0,82.0,Media,Alta,Desconocido,8.0,94.0,Baja,Si,2.0,Baja,Desconocido,Publica,Negativa,5.0,No,Universidad,Lejos,Femenino,67.0
23.0,82.0,Baja,Media,Si,8.0,94.0,Media,Desconocido,1.0,Desconocido,Media,Publica,Negativa,2.0,Si,Preparatoria,Desconocido,Masculino,66.0
21.0,88.0,Media,Desconocido,No,7.0,93.0,Media,Si,4.0,Baja,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Femenino,72.0
16.0,67.0,Media,Alta,No,7.0,89.0,Alta,Si,3.0,Baja,Media,Publica,Desconocido,3.0,No,Desconocido,Cerca,Masculino,66.0
20.0,70.0,Media,Desconocido,Si,7.0,84.0,Baja,No,2.0,Media,Alta,Privada,Neutral,4.0,No,Universidad,Lejos,Masculino,65.0
18.0,92.0,Alta,Media,Si,7.0,70.0,Media,Si,1.0,Baja,Media,Publica,Neutral,3.0,No,Preparatoria,Moderado,Masculino,69.0
21.0,98.0,Media,Baja,No,4.0,57.0,Media,Si,0,Alta,Baja,Publica,Neutral,2.0,No,Preparatoria,Cerca,Femenino,68.0
24.0,0,Media,Baja,No,7.0,64.0,Baja,Si,1.0,Alta,Media,Publica,Neutral,1.0,No,Desconocido,Cerca,Masculino,64.0
30.0,80.0,Baja,Alta,No,6.0,67.0,Media,Si,3.0,Media,Media,Publica,Negativa,0,No,Universidad,Moderado,Femenino,69.0
13.0,69.0,Media,Baja,Si,5.0,68.0,Baja,Si,0.0,Alta,Media,Publica,Positivo,1.0,Si,Preparatoria,Moderado,Femenino,59.0
33.0,62.0,Alta,Media,Si,10.0,78.0,Media,Si,0.0,Media,Media,Privada,Positivo,3.0,No,Preparatoria,Moderado,Femenino,68.0
8.0,73.0,Media,Media,No,7.0,60.0,Media,Desconocido,0.0,Alta,Media,Privada,Neutral,3.0,No,Preparatoria,Cerca,Femenino,60.0
19.0,66.0,Media,Alta,No,7.0,59.0,Media,Si,1.0,Alta,Media,Publica,Negativa,0,No,Preparatoria,Lejos,Desconocido,0.0
24.0,88.0,Baja,Media,Si,6.0,86.0,Desconocido,Si,0.0,Baja,Baja,Publica,Negativa,3.0,No,Universidad,Cerca,Masculino,67.0
22.0,81.0,Baja,Alta,Si,8.0,50.0,Alta,Si,4.0,Media,Media,Privada,Positivo,5.0,No,Preparatoria,Lejos,Femenino,68.0
16.0,66.0,Media,Alta,Si,5.0,57.0,Alta,Si,3.0,Media,Media,Publica,Positivo,3.0,No,Preparatoria,Moderado,Femenino,64.0
19.0,60.0,Media,Alta,Si,7.0,72.0,Alta,Si,3.0,Baja,Alta,Publica,Positivo,3.0,No,Preparatoria,Desconocido,Femenino,65.0
17.0,92.0,Baja,Baja,Si,6.0,57.0,Media,Si,2.0,Media,Media,Privada,Positivo,2.0,Si,Preparatoria,Moderado,Desconocido,65.0
16.0,67.0,Alta,Media,No,8.0,98.0,Media,Si,0.0,Baja,Baja,Publica,Neutral,3.0,No,Preparatoria,Cerca,Femenino,63.0
25.0,84.0,Media,Baja,Si,6.0,84.0,Baja,Si,2.0,Media,Alta,Publica,Positivo,3.0,No,Preparatoria,Cerca,Desconocido,70.0
22.0,73.0,Baja,Media,Desconocido,9.0,72.0,Baja,Si,3.0,Desconocido,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Femenino,66.0
0,83.0,Media,Alta,Desconocido,7.0,56.0,Baja,Si,0,Alta,Media,Publica,Positivo,3.0,No,Desconocido,Cerca,Femenino,68.0
25.0,73.0,Baja,Baja,No,8.0,69.0,Media,Si,3.0,Media,Media,Privada,Positivo,3.0,No,Preparatoria,Cerca,Femenino,66.0
22.0,63.0,Baja,Baja,No,8.0,83.0,Media,Si,3.0,Media,Media,Privada,Negativa,1.0,No,Universidad,Cerca,Masculino,63.0
25.0,69.0,Alta,Media,Si,9.0,98.0,Media,Si,1.0,Baja,Media,Publica,Negativa,3.0,Si,Universidad,Moderado,Femenino,66.0
24.0,68.0,Media,Media,Si,6.0,74.0,Media,Si,1.0,Media,Media,Publica,Neutral,3.0,No,Preparatoria,Cerca,Femenino,65.0
15.0,77.0,Media,Media,Si,8.0,85.0,Alta,Si,1.0,Baja,Media,Desconocido,Positivo,2.0,No,Posgrado,Moderado,Masculino,66.0
17.0,86.0,Alta,Baja,Si,4.0,60.0,Alta,Si,2.0,Alta,Baja,Privada,Positivo,3.0,Si,Universidad,Moderado,Femenino,67.0
24.0,71.0,Media,Media,Si,7.0,81.0,Desconocido,Si,0.0,Baja,Media,Privada,Positivo,3.0,No,Preparatoria,Cerca,Masculino,66.0
24.0,60.0,Baja,Media,No,6.0,62.0,Alta,Si,4.0,Baja,Alta,Publica,Negativa,3.0,No,Preparatoria,Cerca,Femenino,63.0
20.0,81.0,Media,Media,Si,5.0,60.0,Baja,Si,0,Media,Media,Publica,Positivo,4.0,Si,Preparatoria,Cerca,Masculino,66.0
21.0,84.0,Media,Media,No,6.0,75.0,Baja,No,1.0,Alta,Media,Desconocido,Positivo,3.0,No,Universidad,Desconocido,Masculino,67.0
28.0,99.0,Media,Desconocido,Si,6.0,61.0,Media,No,1.0,Baja,Media,Publica,Positivo,0,No,Preparatoria,Cerca,Masculino,71.0
16.0,0,Media,Alta,Si,7.0,86.0,Media,Si,1.0,Baja,Media,Privada,Neutral,2.0,No,Preparatoria,Desconocido,Femenino,67.0
23.0,79.0,Media,Alta,Si,6.0,97.0,Media,Si,1.0,Alta,Baja,Publica,Desconocido,4.0,No,Preparatoria,Moderado,Masculino,69.0
19.0,83.0,Media,Media,Si,7.0,70.0,Media,Si,2.0,Baja,Media,Publica,Negativa,4.0,Si,Posgrado,Cerca,Femenino,67.0
19.0,97.0,Alta,Media,Si,6.0,66.0,Alta,Si,2.0,Media,Media,Privada,Positivo,2.0,No,Universidad,Moderado,Femenino,72.0
27.0,93.0,Alta,Baja,No,6.0,59.0,Alta,Si,2.0,Baja,Media,Privada,Negativa,4.0,No,Preparatoria,Cerca,Femenino,0.0
25.0,73.0,Media,Alta,Si,7.0,70.0,Baja,Si,0.0,Baja,Media,Privada,Neutral,4.0,No,Posgrado,Moderado,Masculino,67.0
25.0,69.0,Baja,Alta,Si,7.0,78.0,Media,Si,0.0,Baja,Alta,Publica,Negativa,3.0,No,Preparatoria,Lejos,Femenino,64.0
28.0,71.0,Desconocido,Media,No,8.0,69.0,Alta,Si,1.0,Media,Alta,Privada,Neutral,0,No,Universidad,Moderado,Femenino,67.0
20.0,80.0,Baja,Alta,No,8.0,81.0,Media,Si,3.0,Media,Media,Privada,Negativa,4.0,No,Posgrado,Cerca,Masculino,69.0
24.0,90.0,Baja,Baja,No,7.0,83.0,Media,Si,0.0,Baja,Media,Privada,Positivo,3.0,No,Universidad,Desconocido,Masculino,68.0
18.0,80.0,Media,Media,No,8.0,55.0,Baja,Si,2.0,Baja,Baja,Publica,invalid,3.0,No,Preparatoria,Moderado,Masculino,63.0
22.0,63.0,Media,Alta,Si,7.0,85.0,Media,Si,4.0,Alta,Alta,Desconocido,Negativa,3.0,No,Universidad,Cerca,Femenino,68.0
19.0,89.0,Alta,Media,Si,7.0,95.0,Media,Si,0.0,Media,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Masculino,70.0
0,92.0,Media,Baja,Si,8.0,51.0,Baja,Si,0.0,Media,Media,Publica,Neutral,2.0,No,Universidad,Moderado,Masculino,66.0
24.0,72.0,Alta,Alta,No,0.0,78.0,Alta,Si,0.0,Baja,Alta,Publica,Negativa,6.0,No,Preparatoria,Cerca,Desconocido,0.0
15.0,87.0,Alta,Baja,Si,4.0,80.0,Alta,Si,0.0,Baja,Media,Privada,Positivo,0,No,Universidad,Cerca,Masculino,67.0
33.0,77.0,Baja,Alta,Si,5.0,85.0,Media,Si,0.0,Baja,Media,Privada,Desconocido,5.0,No,Preparatoria,Lejos,Femenino,69.0
14.0,96.0,Media,Desconocido,Si,9.0,69.0,Alta,Si,0.0,Media,Media,Privada,Negativa,3.0,Si,Universidad,Cerca,Femenino,66.0
13.0,94.0,Media,Media,Si,7.0,91.0,Baja,Si,3.0,Baja,Media,Publica,Neutral,3.0,Desconocido,Preparatoria,Desconocido,Masculino,68.0
27.0,81.0,Media,Media,Si,7.0,77.0,Media,Si,0,Media,Baja,Publica,Neutral,2.0,Si,Posgrado,Moderado,Femenino,69.0
25.0,88.0,Media,Media,Si,7.0,70.0,Baja,Si,0,Media,Media,Privada,Positivo,3.0,No,Posgrado,Moderado,Masculino,70.0
24.0,95.0,Media,Alta,Si,8.0,86.0,Alta,Si,1.0,Media,Alta,Privada,Neutral,3.0,No,Universidad,Cerca,Masculino,74.0
24.0,80.0,Media,Alta,Si,7.0,96.0,Alta,Si,0.0,Baja,Alta,Publica,Positivo,0.0,No,Universidad,Moderado,Femenino,70.0
20.0,73.0,Media,Desconocido,Si,7.0,91.0,Baja,Si,1.0,Media,Alta,Publica,Neutral,2.0,No,Posgrado,Moderado,Masculino,66.0
15.0,90.0,Alta,Media,Si,8.0,97.0,Media,Si,1.0,Baja,Alta,Privada,Negativa,3.0,No,Universidad,Cerca,Femenino,69.0
20.0,69.0,Media,Alta,No,6.0,63.0,Baja,Si,0.0,Baja,Media,Publica,Negativa,3.0,No,Posgrado,Cerca,Masculino,64.0
16.0,76.0,Baja,Alta,Si,8.0,56.0,Media,No,1.0,Desconocido,Media,Publica,Positivo,0,No,Preparatoria,Cerca,Masculino,62.0
26.0,95.0,Desconocido,Alta,No,7.0,77.0,Media,Si,0.0,Media,Media,Publica,Neutral,3.0,No,Preparatoria,Moderado,Femenino,70.0
19.0,89.0,Alta,Media,Si,7.0,52.0,Media,Si,2.0,Media,Desconocido,Publica,Negativa,4.0,No,Preparatoria,Moderado,Masculino,68.0
15.0,76.0,Media,Media,Si,6.0,84.0,Baja,Si,0.0,Media,Alta,Publica,Neutral,3.0,No,Universidad,Cerca,Femenino,65.0
18.0,69.0,Alta,Alta,No,7.0,62.0,Baja,Si,3.0,Media,Media,Publica,Positivo,3.0,No,Preparatoria,Moderado,Masculino,65.0
22.0,74.0,Alta,Alta,Si,6.0,73.0,Baja,Si,3.0,Alta,Alta,Publica,Positivo,0,No,Posgrado,Moderado,Femenino,71.0
17.0,71.0,Alta,Media,Si,9.0,83.0,Desconocido,Si,2.0,Media,Media,Desconocido,Neutral,5.0,No,Preparatoria,Cerca,Masculino,66.0
15.0,67.0,Media,Media,No,4.0,74.0,Media,Si,0.0,Baja,Media,Publica,Negativa,3.0,No,Universidad,Moderado,Desconocido,61.0
21.0,90.0,Baja,Media,Si,8.0,62.0,Baja,Si,2.0,Media,Alta,Publica,Negativa,5.0,Si,Preparatoria,Cerca,Masculino,67.0
21.0,70.0,Baja,Alta,Si,4.0,94.0,Media,Si,0.0,Baja,Alta,Privada,Neutral,0,No,Universidad,Lejos,Masculino,65.0
17.0,78.0,Desconocido,Alta,No,8.0,88.0,Media,Si,0.0,Baja,Media,Publica,Negativa,3.0,No,Preparatoria,Cerca,Femenino,65.0
